date,time,type,description,latitude,longitude,district,address
2026-01-17,16:30:00,fraud,temple,22.581852,88.403515,Kolkata,"343 {p} {s}, Kolkata"
2026-03-05,07:10:00,assault,railway station,23.021979,72.57543,Ahmedabad,"73 {p} {s}, Ahmedabad"
2026-02-06,04:52:00,murder,bazaar,13.033296,80.267103,Chennai,"355 {p} {s}, Chennai"
2026-03-12,17:41:00,burglary,park,18.473037,73.854313,Pune,"186 {p} {s}, Pune"
2026-01-23,22:05:00,theft,highway,17.350838,78.498114,Hyderabad,"19 {p} {s}, Hyderabad"
2026-02-07,06:40:00,assault,mosque,18.481029,73.816447,Pune,"36 {p} {s}, Pune"
2026-01-10,21:24:00,theft,park,18.49914,73.844365,Pune,"143 {p} {s}, Pune"
2026-02-19,14:26:00,burglary,market,18.553266,73.854781,Pune,"170 {p} {s}, Pune"
2026-02-02,15:33:00,theft,mall,28.611762,77.219655,Delhi,"88 {p} {s}, Delhi"
2026-02-09,15:44:00,rape,railway station,28.645853,77.204322,Delhi,"484 {p} {s}, Delhi"
2026-01-03,11:34:00,burglary,bridge,23.003257,72.616191,Ahmedabad,"192 {p} {s}, Ahmedabad"
2026-01-07,10:17:00,burglary,mosque,28.563616,77.174459,Delhi,"361 {p} {s}, Delhi"
2026-03-12,03:31:00,burglary,hospital,19.038321,72.917433,Mumbai,"194 {p} {s}, Mumbai"
2026-02-05,17:58:00,robbery,park,28.611735,77.202287,Delhi,"302 {p} {s}, Delhi"
2026-01-30,08:11:00,theft,bazaar,19.035248,72.901,Mumbai,"154 {p} {s}, Mumbai"
2026-01-25,01:12:00,assault,bridge,22.563661,88.331704,Kolkata,"10 {p} {s}, Kolkata"
2026-02-24,06:09:00,rape,residential area,18.507748,73.836608,Pune,"52 {p} {s}, Pune"
2026-02-16,02:19:00,theft,highway,12.932259,77.600178,Bangalore,"139 {p} {s}, Bangalore"
2026-01-04,17:01:00,fraud,hospital,13.089737,80.275153,Chennai,"102 {p} {s}, Chennai"
2026-02-16,13:02:00,hit and run,bus stand,23.021172,72.558081,Ahmedabad,"317 {p} {s}, Ahmedabad"
2026-01-14,00:05:00,assault,park,13.117242,80.257134,Chennai,"442 {p} {s}, Chennai"
2026-01-09,07:10:00,theft,mall,18.563062,73.859176,Pune,"463 {p} {s}, Pune"
2026-02-28,11:16:00,theft,park,13.054924,80.266514,Chennai,"150 {p} {s}, Chennai"
2026-01-05,06:44:00,theft,bus stand,28.606466,77.254963,Delhi,"208 {p} {s}, Delhi"
2026-03-13,11:27:00,burglary,hospital,22.525757,88.408383,Kolkata,"75 {p} {s}, Kolkata"
2026-03-24,23:33:00,assault,main road,17.421879,78.490746,Hyderabad,"152 {p} {s}, Hyderabad"
2026-01-16,06:42:00,robbery,temple,22.584075,88.320124,Kolkata,"78 {p} {s}, Kolkata"
2026-03-15,10:45:00,burglary,hospital,22.52421,88.378776,Kolkata,"303 {p} {s}, Kolkata"
2026-03-01,19:06:00,theft,industrial area,13.033216,80.275525,Chennai,"460 {p} {s}, Chennai"
2026-02-21,05:06:00,dowry death,construction site,23.064486,72.589077,Ahmedabad,"235 {p} {s}, Ahmedabad"
2026-02-11,16:04:00,theft,temple,13.067122,80.231608,Chennai,"55 {p} {s}, Chennai"
2026-02-16,18:08:00,robbery,school,19.10737,72.851702,Mumbai,"411 {p} {s}, Mumbai"
2026-03-31,14:28:00,assault,residential area,26.79701,80.908376,Lucknow,"351 {p} {s}, Lucknow"
2026-01-25,09:13:00,assault,railway station,26.841815,80.954952,Lucknow,"336 {p} {s}, Lucknow"
2026-01-17,11:33:00,theft,bus stand,22.522374,88.358247,Kolkata,"475 {p} {s}, Kolkata"
2026-02-08,18:24:00,theft,hospital,22.559145,88.32291,Kolkata,"449 {p} {s}, Kolkata"
2026-02-03,22:14:00,theft,temple,26.812427,80.902897,Lucknow,"131 {p} {s}, Lucknow"
2026-03-20,00:36:00,theft,bridge,22.564225,88.31949,Kolkata,"492 {p} {s}, Kolkata"
2026-03-01,18:23:00,burglary,highway,22.590111,88.353311,Kolkata,"75 {p} {s}, Kolkata"
2026-02-09,21:34:00,burglary,residential area,26.887198,80.90741,Lucknow,"193 {p} {s}, Lucknow"
2026-01-20,18:45:00,assault,temple,28.575943,77.189391,Delhi,"311 {p} {s}, Delhi"
2026-02-19,02:32:00,dowry death,industrial area,13.012878,77.599212,Bangalore,"267 {p} {s}, Bangalore"
2026-03-28,05:39:00,assault,mall,18.529872,73.840665,Pune,"304 {p} {s}, Pune"
2026-03-25,20:14:00,murder,mohalla,12.926495,77.580654,Bangalore,"205 {p} {s}, Bangalore"
2026-03-13,08:30:00,assault,bus stand,12.941252,77.577893,Bangalore,"11 {p} {s}, Bangalore"
2026-02-13,07:39:00,burglary,hospital,19.058047,72.900711,Mumbai,"227 {p} {s}, Mumbai"
2026-03-21,19:18:00,fraud,school,22.524353,88.408826,Kolkata,"206 {p} {s}, Kolkata"
2026-02-01,21:13:00,dowry death,hospital,13.053312,80.279503,Chennai,"356 {p} {s}, Chennai"
2026-02-02,21:32:00,hit and run,main road,13.102624,80.289411,Chennai,"343 {p} {s}, Chennai"
2026-02-16,03:09:00,theft,hospital,19.115455,72.859121,Mumbai,"254 {p} {s}, Mumbai"
2026-02-23,16:27:00,assault,construction site,12.955072,77.629834,Bangalore,"192 {p} {s}, Bangalore"
2026-02-15,20:56:00,fraud,hospital,17.372288,78.507313,Hyderabad,"272 {p} {s}, Hyderabad"
2026-02-10,01:52:00,dowry death,bridge,18.543569,73.832633,Pune,"309 {p} {s}, Pune"
2026-02-28,22:01:00,assault,village,19.102352,72.838625,Mumbai,"137 {p} {s}, Mumbai"
2026-02-11,03:08:00,assault,industrial area,13.005913,77.552158,Bangalore,"344 {p} {s}, Bangalore"
2026-03-15,07:53:00,theft,bridge,26.855553,80.95469,Lucknow,"171 {p} {s}, Lucknow"
2026-02-07,20:09:00,robbery,market,22.609883,88.350819,Kolkata,"486 {p} {s}, Kolkata"
2026-03-05,10:40:00,theft,bazaar,23.065463,72.537905,Ahmedabad,"55 {p} {s}, Ahmedabad"
2026-02-04,05:03:00,theft,hospital,12.981196,77.576218,Bangalore,"7 {p} {s}, Bangalore"
2026-01-17,07:16:00,robbery,school,26.95896,75.803035,Jaipur,"327 {p} {s}, Jaipur"
2026-02-18,02:05:00,dowry death,school,26.885265,80.961534,Lucknow,"425 {p} {s}, Lucknow"
2026-02-27,10:57:00,kidnapping,mall,13.012445,77.634351,Bangalore,"340 {p} {s}, Bangalore"
2026-03-08,15:49:00,robbery,temple,28.564868,77.252457,Delhi,"230 {p} {s}, Delhi"
2026-03-23,13:48:00,burglary,hospital,17.418674,78.491279,Hyderabad,"410 {p} {s}, Hyderabad"
2026-01-07,11:25:00,robbery,mohalla,18.477548,73.888282,Pune,"315 {p} {s}, Pune"
2026-03-22,19:56:00,assault,temple,28.565186,77.217601,Delhi,"118 {p} {s}, Delhi"
2026-01-16,17:40:00,assault,bus stand,13.079398,80.249436,Chennai,"110 {p} {s}, Chennai"
2026-01-26,19:03:00,rape,bridge,17.377542,78.529796,Hyderabad,"469 {p} {s}, Hyderabad"
2026-01-07,17:17:00,burglary,mohalla,17.412232,78.505925,Hyderabad,"287 {p} {s}, Hyderabad"
2026-03-23,11:40:00,hit and run,industrial area,26.916551,75.787362,Jaipur,"443 {p} {s}, Jaipur"
2026-02-04,02:06:00,robbery,bus stand,22.973385,72.562393,Ahmedabad,"129 {p} {s}, Ahmedabad"
2026-02-16,20:42:00,theft,hospital,19.103123,72.912569,Mumbai,"413 {p} {s}, Mumbai"
2026-01-06,12:16:00,assault,main road,22.521591,88.349819,Kolkata,"382 {p} {s}, Kolkata"
2026-02-09,10:39:00,assault,bridge,19.046378,72.89515,Mumbai,"146 {p} {s}, Mumbai"
2026-02-27,04:19:00,burglary,market,17.335679,78.445385,Hyderabad,"131 {p} {s}, Hyderabad"
2026-03-08,02:11:00,kidnapping,highway,18.506309,73.801572,Pune,"269 {p} {s}, Pune"
2026-01-22,11:31:00,robbery,railway station,19.050308,72.870989,Mumbai,"490 {p} {s}, Mumbai"
2026-01-05,15:53:00,dowry death,mall,13.091798,80.306551,Chennai,"242 {p} {s}, Chennai"
2026-03-22,12:51:00,assault,mosque,17.394821,78.512226,Hyderabad,"368 {p} {s}, Hyderabad"
2026-03-10,20:52:00,assault,slum area,17.379079,78.454783,Hyderabad,"82 {p} {s}, Hyderabad"
2026-02-28,12:01:00,assault,bridge,18.536606,73.88242,Pune,"403 {p} {s}, Pune"
2026-02-15,07:56:00,murder,industrial area,23.040663,72.612342,Ahmedabad,"409 {p} {s}, Ahmedabad"
2026-03-24,06:25:00,murder,construction site,17.410137,78.480286,Hyderabad,"454 {p} {s}, Hyderabad"
2026-01-14,13:09:00,theft,slum area,22.583735,88.355744,Kolkata,"40 {p} {s}, Kolkata"
2026-01-08,11:32:00,hit and run,market,26.842084,80.971084,Lucknow,"317 {p} {s}, Lucknow"
2026-02-11,12:50:00,burglary,bridge,12.998822,77.595875,Bangalore,"118 {p} {s}, Bangalore"
2026-03-03,07:16:00,theft,highway,23.043154,72.592155,Ahmedabad,"38 {p} {s}, Ahmedabad"
2026-03-23,05:00:00,rape,mohalla,17.34619,78.453185,Hyderabad,"128 {p} {s}, Hyderabad"
2026-02-02,13:00:00,dowry death,bus stand,22.591474,88.373,Kolkata,"3 {p} {s}, Kolkata"
2026-01-10,01:08:00,robbery,office complex,22.52386,88.401742,Kolkata,"174 {p} {s}, Kolkata"
2026-03-05,01:13:00,fraud,market,26.808955,80.932766,Lucknow,"289 {p} {s}, Lucknow"
2026-03-13,20:41:00,fraud,bazaar,26.818131,80.929153,Lucknow,"26 {p} {s}, Lucknow"
2026-01-08,17:53:00,theft,bridge,28.612397,77.201135,Delhi,"362 {p} {s}, Delhi"
2026-03-28,04:40:00,fraud,residential area,28.62771,77.179721,Delhi,"433 {p} {s}, Delhi"
2026-03-07,22:41:00,burglary,slum area,22.531273,88.313972,Kolkata,"338 {p} {s}, Kolkata"
2026-03-09,06:26:00,assault,mohalla,28.657924,77.172436,Delhi,"449 {p} {s}, Delhi"
2026-02-22,11:49:00,robbery,office complex,17.409466,78.469044,Hyderabad,"65 {p} {s}, Hyderabad"
2026-03-12,12:44:00,fraud,main road,13.068139,80.292537,Chennai,"237 {p} {s}, Chennai"
2026-03-11,07:00:00,theft,park,19.070812,72.887875,Mumbai,"373 {p} {s}, Mumbai"
2026-02-07,04:50:00,theft,highway,19.111756,72.847621,Mumbai,"440 {p} {s}, Mumbai"
2026-02-24,20:30:00,hit and run,mall,17.375926,78.523058,Hyderabad,"291 {p} {s}, Hyderabad"
2026-03-25,07:32:00,dowry death,mosque,23.068537,72.592098,Ahmedabad,"313 {p} {s}, Ahmedabad"
2026-03-24,20:23:00,burglary,bridge,28.592409,77.18019,Delhi,"27 {p} {s}, Delhi"
2026-02-09,15:23:00,fraud,school,13.060042,80.3037,Chennai,"309 {p} {s}, Chennai"
2026-03-10,16:37:00,burglary,village,18.564291,73.837693,Pune,"264 {p} {s}, Pune"
2026-02-17,14:56:00,assault,slum area,17.4122,78.443389,Hyderabad,"218 {p} {s}, Hyderabad"
2026-03-21,13:16:00,murder,village,26.89286,75.826485,Jaipur,"283 {p} {s}, Jaipur"
2026-01-04,00:02:00,burglary,industrial area,13.124461,80.28357,Chennai,"114 {p} {s}, Chennai"
2026-01-06,11:30:00,theft,office complex,19.112865,72.847322,Mumbai,"240 {p} {s}, Mumbai"
2026-03-27,10:25:00,theft,mosque,26.885455,80.960937,Lucknow,"126 {p} {s}, Lucknow"
2026-01-07,02:16:00,murder,market,17.369625,78.433382,Hyderabad,"23 {p} {s}, Hyderabad"
2026-01-08,19:22:00,murder,industrial area,17.425439,78.480137,Hyderabad,"391 {p} {s}, Hyderabad"
2026-02-12,12:39:00,theft,slum area,19.030911,72.84243,Mumbai,"45 {p} {s}, Mumbai"
2026-01-27,11:15:00,robbery,office complex,26.959035,75.759611,Jaipur,"135 {p} {s}, Jaipur"
2026-02-05,16:10:00,fraud,mall,28.565646,77.200434,Delhi,"112 {p} {s}, Delhi"
2026-01-06,14:38:00,robbery,bridge,17.38726,78.490244,Hyderabad,"374 {p} {s}, Hyderabad"
2026-03-18,21:49:00,hit and run,industrial area,13.034302,80.229851,Chennai,"128 {p} {s}, Chennai"
2026-03-21,02:53:00,theft,highway,13.044747,80.315317,Chennai,"364 {p} {s}, Chennai"
2026-02-22,10:11:00,theft,office complex,22.558423,88.356679,Kolkata,"225 {p} {s}, Kolkata"
2026-01-15,16:58:00,murder,hospital,17.372865,78.437105,Hyderabad,"387 {p} {s}, Hyderabad"
2026-02-13,13:22:00,robbery,office complex,19.037389,72.82191,Mumbai,"234 {p} {s}, Mumbai"
2026-02-22,00:56:00,assault,industrial area,26.837033,80.958778,Lucknow,"336 {p} {s}, Lucknow"
2026-03-07,12:00:00,robbery,market,18.530267,73.898656,Pune,"277 {p} {s}, Pune"
2026-02-05,06:55:00,kidnapping,slum area,22.568379,88.340592,Kolkata,"454 {p} {s}, Kolkata"
2026-02-15,03:55:00,hit and run,office complex,13.018227,77.60293,Bangalore,"134 {p} {s}, Bangalore"
2026-01-18,02:20:00,fraud,park,26.832886,80.932951,Lucknow,"299 {p} {s}, Lucknow"
2026-03-02,16:50:00,fraud,main road,17.372186,78.488256,Hyderabad,"80 {p} {s}, Hyderabad"
2026-03-09,04:22:00,robbery,school,19.027271,72.8495,Mumbai,"202 {p} {s}, Mumbai"
2026-02-11,23:27:00,theft,mohalla,22.593804,88.34196,Kolkata,"81 {p} {s}, Kolkata"
2026-03-15,03:10:00,hit and run,village,28.629072,77.209623,Delhi,"352 {p} {s}, Delhi"
2026-01-17,19:40:00,fraud,construction site,26.813981,80.955339,Lucknow,"222 {p} {s}, Lucknow"
2026-01-15,13:34:00,robbery,industrial area,26.922573,75.810478,Jaipur,"494 {p} {s}, Jaipur"
2026-02-28,02:42:00,fraud,school,17.337634,78.436738,Hyderabad,"394 {p} {s}, Hyderabad"
2026-03-04,14:33:00,fraud,slum area,12.928857,77.564065,Bangalore,"488 {p} {s}, Bangalore"
2026-01-09,11:42:00,burglary,railway station,13.037551,80.290739,Chennai,"369 {p} {s}, Chennai"
2026-03-08,04:20:00,assault,mohalla,18.498772,73.892404,Pune,"449 {p} {s}, Pune"
2026-01-20,15:52:00,robbery,bridge,22.539818,88.40794,Kolkata,"121 {p} {s}, Kolkata"
2026-02-16,12:14:00,hit and run,bus stand,28.658755,77.204946,Delhi,"221 {p} {s}, Delhi"
2026-01-20,11:57:00,assault,main road,17.376122,78.491494,Hyderabad,"140 {p} {s}, Hyderabad"
2026-03-01,01:21:00,robbery,main road,23.003084,72.616588,Ahmedabad,"494 {p} {s}, Ahmedabad"
2026-01-05,01:03:00,dowry death,residential area,22.618996,88.380392,Kolkata,"347 {p} {s}, Kolkata"
2026-01-30,08:52:00,burglary,bus stand,22.540283,88.403915,Kolkata,"181 {p} {s}, Kolkata"
2026-01-09,08:35:00,fraud,industrial area,28.568635,77.177502,Delhi,"408 {p} {s}, Delhi"
2026-03-07,01:12:00,fraud,railway station,18.501776,73.803806,Pune,"374 {p} {s}, Pune"
2026-03-03,20:31:00,theft,residential area,18.50215,73.892827,Pune,"51 {p} {s}, Pune"
2026-02-25,11:45:00,burglary,school,13.072216,80.305291,Chennai,"226 {p} {s}, Chennai"
2026-02-03,22:21:00,hit and run,bus stand,18.479742,73.807,Pune,"251 {p} {s}, Pune"
2026-02-11,01:45:00,assault,mohalla,13.015572,77.616235,Bangalore,"281 {p} {s}, Bangalore"
2026-02-03,13:28:00,robbery,village,12.992718,77.552203,Bangalore,"162 {p} {s}, Bangalore"
2026-01-14,03:06:00,assault,industrial area,26.802473,80.923139,Lucknow,"135 {p} {s}, Lucknow"
2026-01-12,07:09:00,theft,construction site,26.88295,75.837128,Jaipur,"46 {p} {s}, Jaipur"
2026-02-01,12:54:00,kidnapping,market,22.541863,88.365769,Kolkata,"64 {p} {s}, Kolkata"
2026-02-20,03:12:00,burglary,bridge,13.122036,80.251485,Chennai,"429 {p} {s}, Chennai"
2026-02-19,14:42:00,assault,industrial area,26.868553,80.898581,Lucknow,"480 {p} {s}, Lucknow"
2026-03-22,10:58:00,hit and run,bazaar,19.083208,72.891081,Mumbai,"386 {p} {s}, Mumbai"
2026-01-24,20:47:00,murder,residential area,23.045987,72.59114,Ahmedabad,"46 {p} {s}, Ahmedabad"
2026-02-05,11:50:00,theft,residential area,23.025068,72.524242,Ahmedabad,"99 {p} {s}, Ahmedabad"
2026-03-23,15:36:00,robbery,bus stand,13.106014,80.234294,Chennai,"297 {p} {s}, Chennai"
2026-03-13,17:48:00,hit and run,railway station,17.386259,78.509236,Hyderabad,"165 {p} {s}, Hyderabad"
2026-01-20,14:49:00,assault,slum area,17.380871,78.44002,Hyderabad,"253 {p} {s}, Hyderabad"
2026-01-13,21:23:00,assault,office complex,22.545385,88.362658,Kolkata,"358 {p} {s}, Kolkata"
2026-01-28,02:33:00,robbery,bus stand,12.949568,77.570404,Bangalore,"26 {p} {s}, Bangalore"
2026-02-02,19:45:00,theft,village,17.354174,78.435115,Hyderabad,"151 {p} {s}, Hyderabad"
2026-02-09,11:53:00,robbery,temple,26.922701,75.77142,Jaipur,"66 {p} {s}, Jaipur"
2026-02-06,20:49:00,rape,bridge,28.567557,77.231226,Delhi,"291 {p} {s}, Delhi"
2026-03-30,04:56:00,robbery,market,26.933996,75.75163,Jaipur,"300 {p} {s}, Jaipur"
2026-02-01,20:06:00,fraud,office complex,26.854284,80.988799,Lucknow,"330 {p} {s}, Lucknow"
2026-03-17,13:45:00,theft,main road,28.591046,77.177711,Delhi,"208 {p} {s}, Delhi"
2026-03-22,09:12:00,dowry death,residential area,17.357498,78.484172,Hyderabad,"399 {p} {s}, Hyderabad"
2026-03-25,05:04:00,robbery,main road,26.958764,75.811448,Jaipur,"231 {p} {s}, Jaipur"
2026-01-30,11:27:00,murder,bus stand,26.829221,80.956253,Lucknow,"380 {p} {s}, Lucknow"
2026-02-02,19:03:00,assault,railway station,28.579896,77.232201,Delhi,"185 {p} {s}, Delhi"
2026-01-12,06:08:00,hit and run,main road,12.994092,77.627338,Bangalore,"458 {p} {s}, Bangalore"
2026-02-23,18:41:00,fraud,slum area,12.94041,77.587506,Bangalore,"458 {p} {s}, Bangalore"
2026-01-25,03:19:00,robbery,bazaar,22.530821,88.384256,Kolkata,"252 {p} {s}, Kolkata"
2026-02-22,20:33:00,theft,park,12.960836,77.611976,Bangalore,"385 {p} {s}, Bangalore"
2026-02-19,02:46:00,kidnapping,slum area,19.026773,72.88719,Mumbai,"341 {p} {s}, Mumbai"
2026-02-12,05:10:00,theft,temple,28.585923,77.248855,Delhi,"140 {p} {s}, Delhi"
2026-01-05,20:22:00,theft,school,22.983378,72.575507,Ahmedabad,"118 {p} {s}, Ahmedabad"
2026-01-28,10:38:00,assault,construction site,17.395406,78.47243,Hyderabad,"3 {p} {s}, Hyderabad"
2026-02-28,05:37:00,murder,school,26.853756,80.895524,Lucknow,"231 {p} {s}, Lucknow"
2026-02-07,18:04:00,burglary,highway,23.010938,72.541771,Ahmedabad,"233 {p} {s}, Ahmedabad"
2026-02-23,18:11:00,robbery,industrial area,13.089984,80.221005,Chennai,"122 {p} {s}, Chennai"
2026-02-07,02:32:00,hit and run,mall,12.989105,77.568044,Bangalore,"281 {p} {s}, Bangalore"
2026-01-19,13:41:00,theft,mall,13.117267,80.243571,Chennai,"315 {p} {s}, Chennai"
2026-03-28,23:10:00,theft,bazaar,13.115889,80.240247,Chennai,"270 {p} {s}, Chennai"
2026-01-01,15:06:00,hit and run,construction site,26.864342,80.955397,Lucknow,"447 {p} {s}, Lucknow"
2026-01-01,12:02:00,theft,hospital,13.03863,80.287031,Chennai,"14 {p} {s}, Chennai"
2026-02-12,02:22:00,dowry death,bazaar,18.515456,73.839221,Pune,"374 {p} {s}, Pune"
2026-03-22,09:03:00,fraud,railway station,26.907639,75.750962,Jaipur,"342 {p} {s}, Jaipur"
2026-03-13,10:56:00,hit and run,highway,17.393441,78.466637,Hyderabad,"87 {p} {s}, Hyderabad"
2026-01-04,12:18:00,burglary,slum area,22.97208,72.561642,Ahmedabad,"334 {p} {s}, Ahmedabad"
2026-02-20,00:31:00,assault,main road,26.82095,80.978482,Lucknow,"317 {p} {s}, Lucknow"
2026-02-20,19:22:00,fraud,office complex,22.593299,88.350858,Kolkata,"263 {p} {s}, Kolkata"
2026-03-16,13:16:00,assault,school,13.064422,80.31377,Chennai,"484 {p} {s}, Chennai"
2026-01-26,03:57:00,dowry death,residential area,19.108204,72.885574,Mumbai,"424 {p} {s}, Mumbai"
2026-01-29,14:41:00,assault,mosque,22.994592,72.580467,Ahmedabad,"253 {p} {s}, Ahmedabad"
2026-03-02,06:18:00,assault,hospital,26.925439,75.815565,Jaipur,"107 {p} {s}, Jaipur"
2026-02-09,17:03:00,robbery,bazaar,19.030913,72.871834,Mumbai,"27 {p} {s}, Mumbai"
2026-01-29,21:26:00,rape,village,22.614529,88.387683,Kolkata,"228 {p} {s}, Kolkata"
2026-03-03,01:31:00,burglary,bridge,17.403382,78.525117,Hyderabad,"247 {p} {s}, Hyderabad"
2026-02-18,17:26:00,dowry death,temple,12.955714,77.588859,Bangalore,"262 {p} {s}, Bangalore"
2026-01-08,06:58:00,murder,market,17.428824,78.507814,Hyderabad,"103 {p} {s}, Hyderabad"
2026-01-28,09:45:00,burglary,mosque,22.571694,88.353931,Kolkata,"52 {p} {s}, Kolkata"
2026-02-21,10:52:00,rape,industrial area,26.859426,80.963656,Lucknow,"391 {p} {s}, Lucknow"
2026-02-10,00:40:00,murder,industrial area,13.079925,80.239861,Chennai,"153 {p} {s}, Chennai"
2026-03-27,18:26:00,fraud,school,23.01151,72.562167,Ahmedabad,"34 {p} {s}, Ahmedabad"
2026-03-30,11:17:00,theft,highway,26.883323,80.943647,Lucknow,"123 {p} {s}, Lucknow"
2026-02-22,21:53:00,theft,bus stand,26.891196,75.823288,Jaipur,"460 {p} {s}, Jaipur"
2026-03-14,00:39:00,burglary,mosque,13.11433,80.255511,Chennai,"38 {p} {s}, Chennai"
2026-01-13,07:58:00,kidnapping,park,17.38368,78.479374,Hyderabad,"387 {p} {s}, Hyderabad"
2026-02-13,23:25:00,assault,temple,19.066455,72.879739,Mumbai,"89 {p} {s}, Mumbai"
2026-03-17,12:32:00,burglary,park,13.001242,77.552808,Bangalore,"1 {p} {s}, Bangalore"
2026-02-17,11:48:00,robbery,bridge,26.816222,80.966872,Lucknow,"384 {p} {s}, Lucknow"
2026-02-04,14:54:00,theft,school,23.064739,72.585016,Ahmedabad,"394 {p} {s}, Ahmedabad"
2026-02-02,11:22:00,robbery,school,12.953205,77.543281,Bangalore,"75 {p} {s}, Bangalore"
2026-02-24,15:37:00,assault,bus stand,18.566769,73.858398,Pune,"175 {p} {s}, Pune"
2026-02-21,17:27:00,murder,temple,23.032555,72.547599,Ahmedabad,"199 {p} {s}, Ahmedabad"
2026-03-24,12:00:00,theft,village,22.539086,88.357173,Kolkata,"325 {p} {s}, Kolkata"
2026-01-19,10:10:00,theft,mosque,13.076609,80.311539,Chennai,"444 {p} {s}, Chennai"
2026-01-09,07:38:00,murder,hospital,26.840688,80.894035,Lucknow,"175 {p} {s}, Lucknow"
2026-03-06,02:42:00,theft,main road,23.037173,72.579142,Ahmedabad,"426 {p} {s}, Ahmedabad"
2026-03-28,03:45:00,rape,hospital,12.984539,77.553903,Bangalore,"301 {p} {s}, Bangalore"
2026-02-25,09:55:00,assault,temple,26.938912,75.828274,Jaipur,"248 {p} {s}, Jaipur"
2026-03-03,13:56:00,murder,highway,28.578829,77.1786,Delhi,"148 {p} {s}, Delhi"
2026-03-05,04:04:00,theft,market,13.077012,80.30976,Chennai,"470 {p} {s}, Chennai"
2026-02-20,15:16:00,theft,school,22.562646,88.326886,Kolkata,"267 {p} {s}, Kolkata"
2026-03-06,22:14:00,robbery,bazaar,13.084203,80.264325,Chennai,"448 {p} {s}, Chennai"
2026-01-25,08:00:00,kidnapping,hospital,22.614543,88.357441,Kolkata,"30 {p} {s}, Kolkata"
2026-02-06,16:02:00,fraud,mosque,23.043535,72.618054,Ahmedabad,"458 {p} {s}, Ahmedabad"
2026-01-09,14:48:00,robbery,village,26.792553,80.924036,Lucknow,"121 {p} {s}, Lucknow"
2026-02-28,20:50:00,assault,park,23.049596,72.552609,Ahmedabad,"256 {p} {s}, Ahmedabad"
2026-01-31,15:30:00,robbery,mohalla,12.955427,77.597281,Bangalore,"145 {p} {s}, Bangalore"
2026-02-27,09:47:00,assault,residential area,28.621108,77.16255,Delhi,"491 {p} {s}, Delhi"
2026-02-23,09:12:00,theft,bus stand,22.59114,88.310051,Kolkata,"37 {p} {s}, Kolkata"
2026-03-26,22:23:00,hit and run,railway station,28.604521,77.251899,Delhi,"67 {p} {s}, Delhi"
2026-03-04,13:03:00,theft,slum area,18.513665,73.866596,Pune,"436 {p} {s}, Pune"
2026-02-15,01:06:00,rape,industrial area,13.037322,80.239774,Chennai,"325 {p} {s}, Chennai"
2026-03-01,00:11:00,fraud,construction site,26.888688,75.750189,Jaipur,"119 {p} {s}, Jaipur"
2026-03-02,16:52:00,theft,highway,26.883788,80.983795,Lucknow,"245 {p} {s}, Lucknow"
2026-03-03,20:40:00,robbery,mosque,26.941858,75.778658,Jaipur,"283 {p} {s}, Jaipur"
2026-02-17,16:13:00,assault,temple,13.080385,80.307265,Chennai,"403 {p} {s}, Chennai"
2026-01-10,01:53:00,theft,main road,13.062606,80.31025,Chennai,"67 {p} {s}, Chennai"
2026-02-23,07:21:00,burglary,construction site,19.03271,72.915458,Mumbai,"202 {p} {s}, Mumbai"
2026-02-26,08:50:00,dowry death,market,17.348244,78.434232,Hyderabad,"274 {p} {s}, Hyderabad"
2026-01-07,14:03:00,hit and run,office complex,23.053187,72.593662,Ahmedabad,"421 {p} {s}, Ahmedabad"
2026-02-09,11:02:00,kidnapping,temple,19.072371,72.832935,Mumbai,"383 {p} {s}, Mumbai"
2026-02-16,13:25:00,assault,village,12.937827,77.632957,Bangalore,"82 {p} {s}, Bangalore"
